batch_id,line,machine,shift,material_lot,operator_tenure_months,target_cycle_time_sec,actual_cycle_time_sec,ambient_temp_c,humidity_pct,pressure_bar,vibration_mm_s,tool_age_hours,planned_runtime_min,actual_runtime_min,unplanned_downtime_min,planned_units,good_units,defect_units,scrap_cost_inr,rework_minutes,defect_rate
1964,Line_A,M07,Night,L024,29.5,46.07,45.84,29.45,57.53,5.147,0.86,109.47,418.98,408.78,10.2,212,196,16,734.82,5.94,0.07547
1965,Line_C,M01,Night,L056,23.0,49.06,48.4,28.5,52.52,5.332,0.743,15.2,397.79,394.82,2.98,355,337,18,741.22,10.56,0.0507
1966,Line_A,M07,Morning,L091,26.9,45.74,45.14,31.42,52.62,5.205,1.208,31.07,415.77,409.38,6.38,200,194,6,221.08,3.55,0.03
1967,Line_C,M10,Morning,L050,38.1,48.11,52.8,33.46,49.67,5.273,0.949,33.63,427.64,413.5,14.14,181,175,6,289.55,4.69,0.03315
1968,Line_D,M05,Night,L079,10.6,56.29,52.91,31.23,62.53,5.148,1.147,26.05,438.93,437.49,1.44,357,342,15,606.11,7.63,0.04202
1969,Line_B,M02,Evening,L079,17.0,47.97,48.68,34.98,56.55,5.344,1.102,29.88,416.14,415.24,0.9,363,347,16,551.67,10.83,0.04408
1970,Line_B,M02,Morning,L068,45.0,50.9,47.66,30.13,46.87,5.17,0.975,84.56,422.72,411.28,11.43,343,331,12,518.43,6.8,0.03499
1971,Line_B,M02,Night,L014,32.4,49.03,48.2,29.68,56.55,5.277,0.668,19.93,387.14,381.37,5.77,284,275,9,304.33,3.66,0.03169
1972,Line_D,M06,Morning,L092,31.5,52.75,56.71,29.63,45.95,4.998,0.959,3.78,394.62,371.95,22.68,313,303,10,391.55,6.75,0.03195
1973,Line_C,M16,Morning,L068,30.2,47.14,48.7,32.95,54.67,5.272,0.849,46.03,421.53,413.2,8.32,316,305,11,487.64,4.89,0.03481
1974,Line_B,M08,Evening,L027,24.3,50.67,50.48,28.78,36.41,5.273,0.569,30.52,399.7,392.32,7.37,391,377,14,572.47,8.08,0.03581
1975,Line_A,M15,Morning,L034,18.7,45.08,47.67,31.85,47.55,5.276,1.084,46.6,402.28,395.64,6.64,398,392,6,212.91,4.5,0.01508
1976,Line_A,M03,Morning,L116,25.1,52.42,55.12,32.74,45.14,4.826,0.811,20.61,449.46,444.26,5.2,280,276,4,162.51,1.28,0.01429
1977,Line_B,M16,Morning,L042,20.5,44.73,47.11,31.9,43.13,5.085,0.719,12.06,398.04,369.77,28.26,256,248,8,316.98,4.78,0.03125
1978,Line_D,M15,Evening,L092,39.3,43.76,45.21,34.28,45.74,5.557,0.957,10.75,423.26,422.1,1.16,325,317,8,312.8,3.52,0.02462
1979,Line_C,M02,Night,L046,17.5,42.13,41.83,30.48,58.52,5.065,1.072,36.71,449.64,443.12,6.51,227,217,10,401.88,6.72,0.04405
1980,Line_A,M01,Night,L054,11.5,58.75,60.63,29.17,60.03,5.119,1.035,55.03,425.6,421.52,4.08,182,178,4,166.58,1.38,0.02198
1981,Line_D,M11,Evening,L084,29.3,44.39,45.62,27.13,53.48,5.28,1.063,86.75,432.04,424.45,7.58,184,172,12,376.69,8.28,0.06522
1982,Line_B,M04,Night,L085,15.4,49.97,49.41,26.82,54.85,5.204,0.981,16.86,416.54,412.78,3.75,238,219,19,656.06,7.46,0.07983
1983,Line_D,M11,Morning,L084,8.3,49.99,50.99,30.53,46.69,6.06,0.917,52.88,401.29,398.5,2.78,228,222,6,270.2,2.69,0.02632
1984,Line_A,M11,Evening,L075,21.9,51.57,49.93,27.14,60.54,5.663,0.757,31.42,401.0,390.29,10.72,194,186,8,367.51,3.19,0.04124
1985,Line_C,M02,Evening,L120,34.2,52.94,46.46,25.73,44.47,4.977,1.063,38.15,432.89,404.55,28.34,274,267,7,337.67,4.3,0.02555
1986,Line_D,M14,Evening,L043,10.3,55.62,53.88,26.86,49.14,5.383,1.03,17.54,413.82,404.63,9.19,292,284,8,300.42,5.81,0.0274
1987,Line_A,M14,Morning,L001,30.8,53.32,56.34,24.55,60.57,4.658,1.321,91.12,425.11,410.72,14.39,201,182,19,780.51,9.32,0.09453
1988,Line_C,M08,Night,L045,18.2,47.39,50.61,27.58,73.86,5.527,0.703,13.0,428.36,413.19,15.17,279,256,23,906.8,12.58,0.08244
1989,Line_D,M15,Evening,L106,15.9,50.64,50.06,33.7,51.08,5.381,0.573,20.72,389.75,382.57,7.17,263,257,6,230.69,3.09,0.02281
1990,Line_A,M10,Evening,L030,46.2,49.5,48.46,31.13,38.14,5.806,0.661,30.49,426.16,419.04,7.12,241,236,5,195.9,2.43,0.02075
1991,Line_A,M12,Morning,L014,17.7,48.45,46.27,33.59,57.98,5.991,0.97,29.1,439.91,435.94,3.97,413,404,9,407.93,4.86,0.02179
1992,Line_C,M05,Morning,L035,13.9,48.2,47.78,29.75,45.77,4.84,0.915,32.8,440.2,432.5,7.71,399,387,12,459.46,7.93,0.03008
1993,Line_B,M11,Morning,L014,41.4,55.34,50.51,32.35,60.66,5.651,1.076,51.96,404.42,400.05,4.38,346,343,3,123.43,1.74,0.00867
1994,Line_A,M16,Morning,L076,4.1,44.85,48.3,25.16,48.69,5.769,0.994,30.19,419.21,412.21,7.0,304,298,6,305.07,2.88,0.01974
1995,Line_B,M13,Morning,L080,3.4,45.57,47.02,29.81,43.74,5.264,1.154,7.76,404.17,392.54,11.63,399,375,24,1141.25,13.57,0.06015
1996,Line_C,M11,Night,L054,21.6,47.62,43.57,33.43,63.82,4.304,0.607,7.62,416.97,401.48,15.48,306,281,25,1185.95,16.21,0.0817
1997,Line_B,M07,Morning,L006,23.9,44.02,44.19,31.76,59.0,5.059,0.494,11.32,408.72,399.72,9.01,410,398,12,538.5,6.29,0.02927
1998,Line_B,M03,Morning,L111,6.9,45.46,48.02,33.14,53.66,4.637,0.891,30.88,416.69,415.47,1.22,378,361,17,539.22,15.3,0.04497
1999,Line_D,M06,Night,L073,21.1,47.97,50.62,33.52,57.34,4.908,0.623,10.51,440.63,439.91,0.72,197,189,8,374.55,4.46,0.04061
2000,Line_C,M12,Evening,L012,15.5,40.96,42.73,28.02,65.93,5.112,1.187,62.04,385.74,374.35,11.39,419,388,31,1309.65,19.62,0.07399
2001,Line_D,M09,Evening,L074,11.9,44.92,52.43,30.72,48.05,4.775,0.782,37.65,399.53,393.47,6.07,194,191,3,136.52,2.04,0.01546
2002,Line_B,M03,Morning,L057,20.1,46.69,43.39,29.86,51.74,5.173,0.652,58.28,425.87,418.44,7.43,403,394,9,394.49,4.77,0.02233
2003,Line_D,M04,Evening,L010,14.9,49.11,50.46,28.04,38.03,5.565,0.632,144.39,434.21,409.61,24.6,242,224,18,775.15,9.37,0.07438
2004,Line_C,M07,Evening,L037,45.0,47.89,47.38,35.22,32.18,5.592,0.94,15.96,442.3,438.3,4.0,340,325,15,570.24,4.39,0.04412
2005,Line_A,M01,Evening,L048,19.5,55.24,58.93,34.26,59.31,5.432,0.777,32.35,421.89,409.3,12.58,376,368,8,281.69,3.67,0.02128
2006,Line_D,M08,Night,L057,28.4,48.83,50.05,28.11,58.62,6.232,1.314,66.43,388.2,373.75,14.45,291,274,17,809.43,10.06,0.05842
2007,Line_B,M15,Morning,L065,17.3,50.81,48.23,29.8,36.6,4.275,0.819,5.34,432.18,424.71,7.47,249,236,13,583.67,5.55,0.05221
2008,Line_A,M12,Evening,L078,24.3,45.39,50.7,39.88,39.99,4.81,0.87,11.1,427.46,405.16,22.3,243,232,11,431.85,5.18,0.04527
2009,Line_A,M15,Morning,L043,29.3,46.61,49.27,29.67,70.7,5.213,0.694,76.67,395.16,386.9,8.26,205,197,8,318.42,5.27,0.03902
2010,Line_C,M16,Evening,L049,8.8,53.17,56.06,26.66,45.82,4.851,0.997,36.04,411.73,408.88,2.85,262,248,14,656.88,6.79,0.05344
2011,Line_A,M01,Morning,L108,29.3,45.15,43.84,32.0,45.42,4.956,1.002,53.79,417.69,401.46,16.24,212,211,1,39.97,0.61,0.00472
2012,Line_B,M06,Evening,L056,55.3,46.19,47.11,36.95,54.21,5.998,0.701,30.37,411.91,396.85,15.07,292,278,14,612.61,8.33,0.04795
2013,Line_A,M04,Night,L084,12.9,45.13,45.54,32.77,43.31,5.657,0.842,1.87,442.41,409.08,33.33,376,358,18,653.71,10.57,0.04787
2014,Line_B,M11,Night,L085,18.8,49.52,48.28,34.8,61.26,5.31,0.72,166.74,429.56,415.14,14.42,205,189,16,659.03,6.78,0.07805
2015,Line_B,M01,Morning,L041,54.0,40.79,44.85,28.85,57.53,4.7,0.901,46.16,410.34,400.18,10.16,389,384,5,221.15,1.79,0.01285
2016,Line_C,M11,Evening,L055,6.1,50.68,49.04,33.48,36.88,5.613,0.956,43.9,446.7,445.52,1.19,345,333,12,436.81,7.23,0.03478
2017,Line_A,M07,Evening,L052,21.4,45.49,43.35,30.36,69.07,5.264,0.769,13.92,424.49,416.22,8.27,256,250,6,224.14,2.31,0.02344
2018,Line_A,M03,Evening,L030,7.0,44.24,43.97,35.84,57.19,5.22,0.824,72.22,396.18,388.75,7.43,393,379,14,496.63,7.38,0.03562
2019,Line_C,M04,Morning,L009,8.1,49.37,48.26,32.16,45.1,5.748,0.734,59.76,393.74,378.56,15.18,326,309,17,798.44,7.98,0.05215
2020,Line_B,M11,Night,L120,9.2,51.73,46.06,37.94,41.89,4.978,0.997,44.99,444.71,440.58,4.13,292,272,20,873.96,10.72,0.06849
2021,Line_C,M08,Evening,L107,17.9,46.69,46.67,31.36,36.53,5.36,1.095,5.36,420.81,419.25,1.56,233,223,10,356.9,5.57,0.04292
2022,Line_A,M15,Night,L117,19.0,47.48,46.04,28.19,48.83,4.895,0.815,58.25,428.52,416.94,11.58,373,361,12,556.83,8.38,0.03217
2023,Line_A,M16,Evening,L014,20.3,47.12,45.1,30.99,37.59,5.132,1.037,61.94,433.8,425.77,8.03,198,192,6,262.52,2.81,0.0303
2024,Line_A,M09,Evening,L096,16.7,51.89,55.29,28.41,59.39,4.657,1.026,113.44,456.57,428.58,27.99,285,265,20,913.13,10.34,0.07018
2025,Line_B,M12,Morning,L019,37.7,49.54,49.92,33.22,44.62,5.392,0.925,33.32,378.87,376.81,2.06,180,174,6,254.52,3.47,0.03333
2026,Line_B,M08,Morning,L037,30.1,40.47,43.96,29.63,45.81,4.596,0.866,24.19,451.44,441.49,9.95,310,301,9,375.24,6.96,0.02903
2027,Line_D,M07,Night,L087,14.9,50.34,56.47,35.27,53.35,5.327,1.344,20.43,406.89,395.31,11.58,370,347,23,879.26,14.47,0.06216
2028,Line_B,M11,Evening,L016,14.0,43.99,45.55,27.65,42.41,5.746,1.127,67.99,424.96,411.83,13.13,180,175,5,215.87,2.95,0.02778
2029,Line_C,M01,Evening,L108,6.0,46.56,48.32,30.5,49.48,5.633,0.74,5.5,435.66,430.07,5.59,375,350,25,1210.52,13.66,0.06667
2030,Line_C,M13,Night,L095,30.7,46.27,44.09,25.89,49.36,4.72,1.016,102.09,439.95,419.33,20.61,291,256,35,1619.01,16.21,0.12027
2031,Line_A,M11,Morning,L071,15.5,51.03,58.73,31.23,48.6,5.138,0.96,103.39,395.86,372.42,23.45,405,389,16,777.55,11.37,0.03951
2032,Line_B,M04,Night,L101,26.5,48.56,52.8,33.05,64.15,4.964,0.91,28.9,427.35,401.77,25.58,191,178,13,481.35,9.29,0.06806
2033,Line_B,M01,Morning,L074,6.4,44.75,47.66,31.87,58.01,5.672,0.662,15.48,398.94,374.8,24.14,269,261,8,329.62,5.62,0.02974
2034,Line_B,M03,Evening,L066,21.0,48.65,43.31,23.66,43.64,5.547,0.788,43.48,404.63,388.25,16.38,268,258,10,414.36,4.88,0.03731
2035,Line_A,M12,Evening,L084,20.1,54.3,53.3,33.02,46.36,5.138,0.593,15.66,428.96,415.74,13.22,358,351,7,275.97,3.07,0.01955
2036,Line_D,M11,Night,L004,23.6,50.63,52.34,31.46,57.43,4.086,0.725,59.16,441.79,436.64,5.15,302,284,18,777.52,6.85,0.0596
2037,Line_D,M11,Evening,L043,9.1,51.56,49.52,27.3,39.15,4.371,0.799,58.94,402.52,399.1,3.43,347,324,23,875.51,9.94,0.06628
2038,Line_A,M01,Morning,L005,15.1,55.13,51.16,30.59,39.19,4.198,0.798,60.27,382.98,370.38,12.6,296,288,8,342.14,3.92,0.02703
2039,Line_C,M01,Morning,L113,22.0,46.53,47.9,39.39,65.88,4.648,0.652,16.24,415.55,406.23,9.31,400,364,36,1468.92,18.68,0.09
2040,Line_C,M14,Night,L008,38.1,45.3,42.14,30.44,60.33,5.491,0.828,48.62,390.44,388.98,1.46,325,311,14,579.86,9.07,0.04308
2041,Line_B,M08,Morning,L030,18.4,48.66,49.4,31.0,58.82,5.791,0.967,23.82,436.22,425.17,11.05,362,351,11,468.52,5.09,0.03039
2042,Line_D,M05,Evening,L101,10.6,44.23,43.04,31.65,57.58,4.846,0.913,69.55,384.8,337.52,47.28,400,391,9,422.77,5.79,0.0225
2043,Line_C,M02,Evening,L093,22.9,45.95,44.91,35.58,43.58,5.281,0.799,42.87,401.86,393.67,8.19,193,180,13,500.37,9.1,0.06736
2044,Line_D,M02,Evening,L059,17.0,46.01,41.7,28.57,54.75,4.717,1.217,23.61,435.58,429.73,5.85,190,186,4,178.62,2.32,0.02105
2045,Line_D,M12,Evening,L043,35.8,45.27,42.47,24.21,57.16,5.254,0.608,19.94,416.51,409.36,7.15,300,290,10,441.75,6.2,0.03333
2046,Line_A,M13,Night,L105,14.4,43.33,39.2,36.29,48.04,5.079,0.891,73.68,446.32,432.25,14.06,285,272,13,669.11,7.13,0.04561
2047,Line_B,M05,Morning,L029,41.2,44.83,44.07,30.98,29.63,4.484,0.316,30.26,391.5,387.8,3.7,188,180,8,309.55,4.22,0.04255
2048,Line_C,M04,Night,L087,24.7,52.71,51.33,29.25,52.68,5.664,1.186,25.01,433.12,427.27,5.85,281,257,24,1028.02,11.94,0.08541
2049,Line_A,M05,Morning,L062,12.5,45.84,52.58,35.35,47.07,4.899,1.03,54.9,438.68,429.51,9.17,349,337,12,545.46,7.31,0.03438
2050,Line_B,M07,Morning,L076,11.7,52.41,50.89,34.72,52.89,5.361,0.819,34.58,418.02,417.95,0.07,256,243,13,579.36,7.38,0.05078
2051,Line_D,M14,Morning,L104,38.3,44.51,45.67,25.1,58.8,5.186,0.912,16.3,411.34,397.79,13.55,261,256,5,205.36,2.69,0.01916
2052,Line_A,M07,Night,L010,18.4,52.71,51.59,31.49,50.5,5.666,0.784,11.27,402.49,382.8,19.7,409,394,15,776.41,9.8,0.03667
2053,Line_B,M13,Night,L090,47.0,49.48,47.33,26.7,67.55,5.015,0.992,41.15,418.98,404.64,14.34,235,219,16,594.58,9.85,0.06809
2054,Line_D,M14,Morning,L086,16.1,38.02,39.56,32.11,54.45,4.223,1.064,10.69,432.64,410.46,22.18,307,294,13,520.96,8.8,0.04235
2055,Line_B,M10,Evening,L017,26.0,51.33,52.36,26.31,44.91,5.223,1.271,36.99,406.34,402.74,3.6,371,356,15,570.53,11.54,0.04043
2056,Line_B,M05,Morning,L006,21.8,55.3,56.11,37.69,58.44,5.72,0.913,22.02,381.1,369.11,11.99,242,235,7,267.89,4.07,0.02893
2057,Line_D,M16,Night,L099,24.5,45.72,46.57,29.69,48.38,4.549,0.95,34.3,407.37,392.26,15.11,248,237,11,457.61,7.53,0.04435
2058,Line_B,M11,Night,L024,15.8,48.26,52.43,29.14,39.05,5.304,0.916,8.72,415.49,411.09,4.4,332,317,15,565.07,6.9,0.04518
2059,Line_A,M12,Night,L103,35.4,45.15,42.8,31.72,66.61,5.144,0.987,86.32,428.6,418.31,10.29,191,179,12,517.74,6.03,0.06283
2060,Line_A,M16,Evening,L006,41.6,52.07,58.67,31.25,42.9,5.095,0.566,22.62,444.7,438.83,5.87,358,351,7,319.46,4.67,0.01955
2061,Line_D,M10,Evening,L065,28.8,42.98,43.78,29.88,47.05,4.916,1.185,10.23,421.57,405.52,16.05,311,301,10,370.39,4.69,0.03215
2062,Line_A,M10,Evening,L091,42.0,50.43,45.96,31.34,47.28,6.07,1.014,21.81,394.59,384.45,10.14,338,333,5,196.58,3.17,0.01479
2063,Line_B,M14,Morning,L080,16.8,52.96,56.21,23.41,38.21,5.862,0.746,34.9,415.21,398.96,16.25,225,221,4,152.71,2.32,0.01778
2064,Line_A,M03,Morning,L083,5.0,42.97,47.81,29.32,53.68,5.101,0.699,67.23,401.56,388.85,12.71,370,364,6,291.05,4.41,0.01622
2065,Line_B,M16,Morning,L002,7.6,54.19,56.46,35.02,54.19,4.114,0.762,46.52,428.49,420.42,8.07,342,322,20,887.65,11.44,0.05848
2066,Line_D,M05,Evening,L111,15.3,48.5,47.04,24.17,39.22,5.87,0.772,14.61,405.15,401.46,3.69,324,318,6,248.8,3.21,0.01852
2067,Line_B,M16,Morning,L045,18.4,50.9,55.01,35.79,49.29,5.676,0.644,12.76,421.99,421.13,0.86,373,363,10,412.46,5.23,0.02681
2068,Line_D,M09,Night,L102,27.7,51.82,49.21,25.11,65.38,5.983,1.018,6.78,422.7,412.03,10.66,315,302,13,499.19,7.25,0.04127
2069,Line_A,M15,Night,L009,27.0,46.58,47.62,32.99,52.98,5.413,1.225,10.25,383.85,381.71,2.13,324,312,12,473.93,5.82,0.03704
2070,Line_B,M06,Evening,L013,35.4,48.85,49.44,31.12,52.62,5.508,0.836,37.31,410.72,405.24,5.48,283,277,6,255.58,1.5,0.0212
2071,Line_D,M13,Night,L094,26.5,49.25,51.58,27.86,63.37,5.373,1.047,45.8,412.1,388.74,23.36,414,384,30,900.0,17.58,0.07246
2072,Line_B,M09,Night,L089,11.8,47.55,47.85,30.18,51.48,5.525,0.526,64.8,428.29,411.28,17.01,412,391,21,780.77,12.92,0.05097
2073,Line_A,M11,Morning,L073,11.7,48.51,50.18,28.98,35.07,5.632,0.572,17.42,420.25,406.39,13.86,228,228,0,0.0,0.0,0.0
2074,Line_D,M09,Night,L114,15.0,51.55,52.44,28.28,66.88,5.305,0.866,48.31,402.49,394.0,8.49,239,225,14,618.31,9.18,0.05858
2075,Line_B,M16,Night,L091,27.0,51.16,54.07,37.83,49.87,5.06,0.999,30.91,411.68,381.09,30.59,237,217,20,842.65,11.78,0.08439
2076,Line_C,M12,Morning,L001,40.5,51.51,48.98,35.17,46.97,5.277,1.484,12.52,404.25,395.84,8.41,349,330,19,691.11,12.54,0.05444
2077,Line_D,M05,Evening,L097,18.6,39.35,35.11,34.83,75.14,5.44,1.352,9.51,413.73,409.33,4.4,402,375,27,1102.43,14.88,0.06716
2078,Line_A,M10,Morning,L016,17.1,44.21,46.71,32.05,55.5,5.916,0.701,34.34,402.23,386.12,16.12,337,329,8,291.08,3.89,0.02374
2079,Line_B,M06,Morning,L095,11.2,48.37,49.87,30.45,54.67,5.088,1.014,14.04,419.99,415.91,4.09,216,210,6,257.39,2.97,0.02778
2080,Line_A,M12,Night,L086,19.0,50.1,48.22,29.34,49.55,5.136,0.87,46.24,411.71,408.4,3.31,223,212,11,501.49,6.63,0.04933
2081,Line_B,M08,Night,L046,56.0,52.93,59.04,39.98,75.3,5.292,0.926,24.92,419.23,397.98,21.24,222,192,30,1376.52,15.24,0.13514
2082,Line_A,M04,Evening,L105,52.2,38.26,37.47,35.36,61.81,5.349,0.79,30.13,415.69,398.55,17.13,199,192,7,228.36,4.24,0.03518
2083,Line_C,M04,Morning,L027,17.4,49.21,52.73,32.37,50.86,5.251,1.028,57.96,445.63,423.39,22.25,308,285,23,951.66,18.07,0.07468
2084,Line_A,M07,Morning,L067,55.8,49.17,49.94,29.92,51.07,5.144,0.896,125.22,427.22,417.38,9.84,213,205,8,411.75,3.02,0.03756
2085,Line_C,M08,Evening,L012,47.0,45.91,42.66,31.91,46.93,5.152,1.145,25.87,424.11,423.16,0.95,289,277,12,516.04,7.12,0.04152
2086,Line_A,M14,Morning,L081,27.3,49.72,46.64,40.64,56.72,5.185,0.818,21.55,427.26,425.45,1.82,305,298,7,253.24,3.97,0.02295
2087,Line_B,M11,Evening,L105,37.7,46.52,47.28,28.51,53.45,5.337,0.906,61.29,422.79,420.92,1.86,371,360,11,443.37,8.34,0.02965
2088,Line_B,M13,Morning,L039,10.8,41.28,47.78,28.74,49.66,5.062,0.818,19.38,415.21,394.24,20.97,236,227,9,336.89,6.32,0.03814
2089,Line_C,M03,Night,L089,23.6,36.94,33.2,35.92,39.62,5.644,1.005,64.98,416.04,412.85,3.19,377,355,22,891.69,10.56,0.05836
2090,Line_B,M03,Morning,L025,10.8,43.88,48.41,27.27,39.16,4.519,0.825,61.01,428.45,427.58,0.88,330,312,18,777.95,9.91,0.05455
2091,Line_B,M01,Morning,L117,16.6,48.21,43.35,24.39,48.78,5.734,0.418,34.76,426.24,422.27,3.97,323,317,6,266.73,2.91,0.01858
2092,Line_D,M02,Morning,L008,33.9,44.61,47.71,35.44,54.83,5.47,0.931,111.28,400.1,389.19,10.9,295,282,13,500.17,3.51,0.04407
2093,Line_C,M03,Evening,L010,20.1,46.18,49.18,32.95,66.31,5.554,0.87,18.4,387.5,382.31,5.19,387,368,19,1024.26,9.52,0.0491
2094,Line_A,M11,Morning,L058,17.2,49.97,54.19,33.62,57.43,4.298,0.836,91.5,409.97,398.0,11.97,381,365,16,689.46,7.56,0.04199
2095,Line_D,M08,Evening,L001,28.0,43.36,51.36,28.4,44.82,5.078,0.947,60.83,415.06,413.38,1.68,335,319,16,816.55,9.8,0.04776
2096,Line_B,M08,Night,L042,24.0,39.27,39.37,33.11,44.71,5.054,0.901,45.6,420.73,417.38,3.35,293,275,18,766.92,11.52,0.06143
2097,Line_A,M12,Night,L014,40.0,43.89,45.27,34.89,48.03,5.741,0.467,59.7,384.88,377.05,7.83,216,211,5,233.22,2.45,0.02315
2098,Line_B,M07,Night,L034,29.6,50.03,54.89,28.24,61.95,4.763,0.835,77.02,396.87,388.22,8.65,311,299,12,498.38,7.14,0.03859
2099,Line_A,M01,Night,L044,10.5,46.69,41.93,24.81,60.11,5.063,1.422,7.93,420.78,414.99,5.79,219,208,11,408.05,6.58,0.05023
2100,Line_A,M01,Morning,L099,13.9,45.53,48.89,30.15,51.07,5.33,1.303,27.08,420.45,418.2,2.25,276,264,12,565.91,7.43,0.04348
2101,Line_C,M03,Night,L039,14.7,49.08,48.67,26.32,53.51,5.227,1.154,2.0,401.71,396.82,4.89,300,288,12,460.06,6.37,0.04
2102,Line_A,M07,Morning,L036,16.6,56.82,54.63,31.04,43.57,5.939,0.839,9.56,375.87,367.99,7.88,380,375,5,223.51,2.95,0.01316
2103,Line_D,M15,Evening,L081,12.2,52.28,52.22,31.22,46.77,5.17,1.378,32.3,420.91,417.34,3.57,411,389,22,955.15,8.23,0.05353
2104,Line_D,M03,Night,L040,25.6,50.58,53.33,31.18,53.69,5.647,0.947,14.53,441.29,439.43,1.86,312,297,15,755.49,10.61,0.04808
2105,Line_C,M12,Evening,L097,15.5,52.95,53.32,24.56,44.01,4.814,0.746,54.0,426.95,423.67,3.28,329,317,12,522.93,7.62,0.03647
2106,Line_C,M01,Morning,L083,19.7,45.56,48.67,34.29,62.72,5.552,0.76,49.12,441.2,430.14,11.06,367,350,17,782.53,8.02,0.04632
2107,Line_C,M02,Morning,L052,16.0,34.45,34.55,27.48,62.8,4.084,1.086,22.99,449.63,437.14,12.49,345,327,18,814.02,7.05,0.05217
2108,Line_D,M07,Night,L004,31.7,46.3,50.05,38.88,51.77,5.47,0.684,49.27,436.94,432.9,4.04,325,307,18,604.41,7.07,0.05538
2109,Line_B,M11,Night,L116,13.8,44.07,45.5,34.25,43.59,5.061,0.941,15.46,433.24,421.51,11.73,373,351,22,1016.61,12.12,0.05898
2110,Line_A,M14,Night,L045,56.8,52.42,55.63,33.44,43.13,4.869,1.0,48.61,433.57,427.92,5.64,329,315,14,556.81,4.9,0.04255
2111,Line_B,M12,Morning,L030,38.0,47.09,47.6,29.45,63.68,4.878,1.223,31.67,436.4,434.5,1.91,373,363,10,419.16,7.11,0.02681
2112,Line_C,M15,Morning,L045,14.2,50.29,51.78,37.35,69.3,5.299,1.169,8.51,401.88,390.09,11.8,418,399,19,756.11,6.27,0.04545
2113,Line_A,M07,Morning,L006,40.1,53.46,49.81,35.92,30.39,5.142,0.917,23.85,443.46,435.57,7.89,377,374,3,133.67,1.49,0.00796
2114,Line_C,M04,Evening,L066,18.1,41.12,47.17,32.52,34.04,5.321,1.297,32.38,449.35,429.53,19.82,415,382,33,1433.46,21.63,0.07952
2115,Line_A,M07,Evening,L093,29.1,44.78,44.54,29.21,51.4,5.418,1.051,52.67,422.58,415.66,6.93,395,386,9,332.03,5.23,0.02278
2116,Line_D,M05,Morning,L079,20.2,45.56,44.8,33.56,52.34,4.922,0.814,70.76,400.01,389.47,10.53,213,206,7,210.0,4.19,0.03286
2117,Line_A,M06,Evening,L118,26.1,49.66,50.41,34.56,44.23,5.431,0.87,45.54,409.88,387.08,22.8,393,382,11,355.16,6.6,0.02799
2118,Line_A,M02,Morning,L044,47.0,40.28,41.28,35.2,68.43,5.146,0.828,10.78,433.35,415.62,17.73,305,300,5,210.07,3.02,0.01639
2119,Line_A,M13,Morning,L028,42.7,44.0,42.06,26.55,50.26,5.329,0.862,11.45,451.59,436.74,14.84,355,336,19,853.96,14.43,0.05352
2120,Line_A,M15,Evening,L119,30.8,50.56,58.31,29.86,57.7,4.487,0.617,6.79,415.49,384.02,31.47,267,253,14,672.14,6.88,0.05243
2121,Line_A,M02,Night,L095,17.2,57.15,55.66,26.62,51.54,5.89,0.546,20.59,430.81,415.06,15.75,260,249,11,419.45,4.75,0.04231
2122,Line_A,M02,Morning,L070,17.7,46.84,48.1,34.7,57.49,5.224,0.864,30.36,403.27,383.65,19.62,245,241,4,120.0,1.92,0.01633
2123,Line_A,M13,Evening,L043,14.7,47.92,47.15,31.21,58.18,5.775,1.275,33.85,420.88,403.82,17.06,364,344,20,763.67,11.81,0.05495
2124,Line_A,M15,Morning,L021,7.3,49.1,52.55,31.46,45.81,4.706,1.111,12.4,399.41,390.32,9.1,231,229,2,76.65,0.85,0.00866
2125,Line_B,M01,Morning,L033,28.5,41.99,43.83,33.67,56.13,5.156,0.967,56.0,403.62,393.52,10.09,380,373,7,297.0,5.28,0.01842
2126,Line_B,M11,Night,L009,29.3,47.11,45.88,30.99,54.47,4.897,0.642,50.5,436.67,428.97,7.7,362,348,14,652.53,8.62,0.03867
2127,Line_B,M07,Morning,L064,18.2,44.76,45.66,26.54,43.46,4.864,0.771,18.73,435.44,428.14,7.29,408,398,10,427.57,5.59,0.02451
2128,Line_B,M13,Evening,L060,25.1,45.62,46.44,36.18,45.98,4.816,1.081,41.62,421.86,409.37,12.49,407,384,23,956.7,11.72,0.05651
2129,Line_A,M09,Morning,L072,21.2,46.18,49.79,37.12,25.0,5.925,0.681,76.82,428.74,396.27,32.47,274,255,19,1024.25,7.83,0.06934
2130,Line_A,M04,Evening,L076,9.5,46.41,49.08,32.15,57.83,5.402,1.037,47.5,422.25,407.8,14.45,253,241,12,535.69,6.05,0.04743
2131,Line_A,M05,Morning,L027,16.4,46.42,45.61,34.08,36.53,4.998,1.167,84.32,394.22,385.77,8.45,340,329,11,461.6,4.34,0.03235
2132,Line_C,M10,Morning,L005,14.7,50.81,51.01,35.58,45.06,5.142,0.386,47.84,413.99,398.98,15.01,370,350,20,997.36,7.81,0.05405
2133,Line_D,M05,Evening,L113,12.2,52.81,56.82,31.92,48.44,5.129,1.0,33.92,393.95,384.73,9.22,414,399,15,595.04,8.59,0.03623
2134,Line_D,M02,Night,L076,18.1,50.42,51.72,29.03,69.36,5.363,0.778,25.33,423.68,420.02,3.66,418,400,18,625.53,7.99,0.04306
